Key,SP,SPn,PE,DJ,DJn,Gold,Goldn,Oil,Oiln,Libor,SPYTD
71-04,639.4,103.95,19.5395,5792.7,941.75,239.95,39.01,21.9,3.56,0,0
71-05,609.84,99.63,18.7274,5556.71,907.81,248.02,40.52,21.79,3.56,0,0
71-06,599.6,98.7,18.5526,5413.68,891.14,243.61,40.1,21.63,3.56,0,0
71-07,579.31,95.58,17.6022,5202.94,858.43,248.2,40.95,21.58,3.56,0,0
71-01,594.26,95.88,18.3678,5382.96,868.5,234.78,37.88,22.06,3.56,0,0
71-02,598.11,96.75,18.5345,5432.93,878.83,239.49,38.74,22.01,3.56,0,0
71-03,618.61,100.31,19.2165,5577.25,904.37,239.71,38.87,21.95,3.56,0,0
88-01,548.07,257.07,13.8284,4174.93,1958.22,1014.6,475.89,36.18,16.97,155.67,0
88-02,569.39,267.82,14.4067,4404.26,2071.62,938.67,441.52,33.97,15.98,152.51,0
88-03,548.07,258.89,13.9263,4208.72,1988.06,939.16,443.63,36.18,17.09,169.95,0
50-12,201.39,20.41,7.1866,2322.79,235.41,345.35,35.0,25.36,2.57,0,0
88-05,550.27,262.16,12.0978,4263.32,2031.12,946.94,451.14,36.82,17.54,164.1,0
50-10,195.83,19.53,6.8768,2256.18,225.01,350.95,35.0,25.77,2.57,0,0
50-11,194.83,19.51,6.8697,2272.81,227.6,349.51,35.0,25.66,2.57,0,0
88-08,542.13,261.52,11.5055,4211.61,2031.65,893.84,431.18,31.49,15.19,200.89,0
88-09,559.86,271.91,11.9626,4350.48,2112.91,848.35,412.02,27.45,13.33,195.94,0
03-11,1414.81,1058.2,21.7111,13079.15,9782.46,521.31,389.91,40.55,30.33,30.13,0
23-12,0,0,0,1361.92,95.52,295.85,20.75,0,0,0,0
61-12,588.28,71.55,22.4295,6011.43,731.14,290.32,35.31,24.42,2.97,0,0
61-10,564.19,68.62,21.511,5787.63,703.92,290.32,35.31,24.42,2.97,0,0
61-11,586.39,71.32,22.3574,5933.0,721.6,290.32,35.31,24.42,2.97,0,0
21-10,0,0,0,1031.89,73.21,291.63,20.69,0,0,0,0
96-07,1005.36,639.95,17.7764,8685.92,5528.91,602.6,383.58,32.14,20.46,142.05999999999997,0
23-02,0,0,0,1525.46,103.9,304.65,20.75,0,0,0,0
44-12,184.02,13.28,14.2796,2110.7,152.32,471.97,34.06,0,0,0,0
44-11,178.8,12.83,13.7957,2053.19,147.33,474.66,34.06,0,0,0,0
44-10,178.1,12.78,13.7419,2042.04,146.53,474.66,34.06,0,0,0,0
54-09,297.38,32.31,12.2852,3317.67,360.46,324.99,35.31,25.96,2.82,0,0
54-08,273.54,29.83,11.3422,3079.29,335.8,323.79,35.31,25.86,2.82,0,0
84-06,364.42,153.18,9.4556,2693.98,1132.4,897.12,377.1,71.3,29.97,0,0
84-07,356.91,150.66,9.0978,2642.1,1115.28,821.47,346.76,68.11,28.75,0,0
84-01,395.62,163.41,10.7084,2955.02,1220.58,897.71,370.8,71.88,29.69,0,0
84-02,378.36,157.06,10.2923,2781.5,1154.63,931.25,386.57,72.63,30.15,0,0
84-03,382.67,159.18,10.4312,2800.4,1164.89,947.49,394.13,73.95,30.76,0,0
54-01,239.15,26.08,10.2275,2681.22,292.39,323.79,35.31,25.86,2.82,0,0
96-06,1055.57,670.63,19.2103,8900.39,5654.63,606.05,385.04,32.93,20.92,122.97,0
54-03,247.04,26.94,10.5647,2783.19,303.51,323.79,35.31,25.86,2.82,0,0
54-02,239.8,26.15,10.2549,2700.93,294.54,323.79,35.31,25.86,2.82,0,0
54-05,267.67,29.19,11.1412,3003.08,327.49,323.79,35.31,25.86,2.82,0,0
54-04,260.11,28.26,10.7863,2939.11,319.33,324.99,35.31,25.96,2.82,0,0
54-07,283.17,30.88,11.7414,3190.43,347.92,323.79,35.31,25.86,2.82,0,0
54-06,267.86,29.21,11.1489,3058.47,333.53,323.79,35.31,25.86,2.82,0,0
92-03,714.93,403.69,24.9345,5730.07,3235.5,609.58,344.2,34.52,19.49,111.41999999999999,0
92-02,734.61,412.7,25.491,5816.51,3267.7,629.64,353.73,33.27,18.69,92.96999999999998,0
38-09,214.13,12.24,19.7419,2474.53,141.45,612.29,35.0,0,0,0,0
38-08,210.98,12.06,19.4516,2436.39,139.27,612.29,35.0,0,0,0,0
92-07,744.91,424.21,23.515,5959.51,3393.8,620.38,353.29,38.33,21.83,89.43000000000004,0
77-08,389.98,96.77,9.0355,3471.8,861.49,584.27,144.98,59.85,14.85,0,0
92-05,733.51,415.35,24.3607,5998.93,3396.9,595.51,337.21,39.08,22.13,87.01999999999998,0
92-04,733.63,414.95,24.3372,5938.89,3359.1,598.19,338.34,36.92,20.88,94.78,0
38-03,148.7,8.5,8.7629,1731.03,98.95,612.29,35.0,0,0,0,0
38-02,198.38,11.34,11.6907,2267.92,129.64,612.29,35.0,0,0,0,0
38-01,185.7,10.69,11.0206,2117.0,121.87,607.99,35.0,0,0,0,0
51-01,210.34,21.66,7.6537,2416.39,248.83,339.89,35.0,24.96,2.57,0,0
38-07,216.93,12.4,20.0,2471.03,141.25,612.29,35.0,0,0,0,0
38-06,202.23,11.56,15.013,2342.1,133.88,612.29,35.0,0,0,0,0
38-05,162.17,9.27,12.039,1884.8,107.74,612.29,35.0,0,0,0,0
38-04,168.5,9.7,12.5974,1933.04,111.28,607.99,35.0,0,0,0,0
13-08,1722.78,1632.97,17.3039,15624.88,14810.31,1471.46,1394.75,113.92,107.98,14.049999999999999,0
25-10,0,0,0,2169.14,155.65,289.17,20.75,0,0,0,0
13-07,1780.13,1685.73,17.863,16367.51,15499.54,1388.11,1314.5,110.99,105.1,15.719999999999995,0
91-02,671.74,367.07,17.5296,5274.39,2882.18,665.92,363.89,35.28,19.28,138.3,0
27-09,0,0,0,2817.24,197.59,295.85,20.75,0,0,0,0
96-05,1053.86,669.12,19.167,8888.01,5643.18,617.34,391.96,31.14,19.77,124.13999999999997,0
41-10,153.16,9.5,8.1897,1899.49,117.82,549.12,34.06,0,0,0,0
41-11,145.75,9.1,7.8448,1829.62,114.23,545.54,34.06,0,0,0,0
41-12,138.29,8.69,7.4914,1765.82,110.96,542.03,34.06,0,0,0,0
58-12,471.22,55.21,19.1038,4981.45,583.65,301.37,35.31,25.61,3.0,0,0
58-10,438.1,51.33,17.7612,4636.38,543.22,301.37,35.31,26.2,3.07,0,0
58-11,446.39,52.48,18.1592,4741.75,557.46,300.35,35.31,25.52,3.0,0,0
80-08,362.37,122.38,8.3593,2761.4,932.59,1857.49,627.32,112.52,38.0,0,0
80-09,368.35,125.46,8.5697,2737.59,932.42,1981.33,674.84,105.7,36.0,0,0
13-09,1770.67,1681.55,17.8187,15931.54,15129.67,1396.8,1326.5,107.79,102.36,13.740000000000007,0
53-12,227.51,24.81,9.8845,2575.85,280.9,320.95,35.0,25.86,2.82,0,0
53-11,227.05,24.76,9.8645,2580.16,281.37,320.95,35.0,25.86,2.82,0,0
53-10,224.2,24.54,9.7769,2519.8,275.81,319.76,35.0,25.76,2.82,0,0
72-12,685.16,118.05,18.3879,5920.2,1020.02,370.93,63.91,20.66,3.56,0,0
80-05,335.39,111.24,7.4458,2565.31,850.85,1554.56,515.61,119.09,39.5,0,0
72-10,650.62,111.58,17.3801,5571.64,955.52,378.2,64.86,20.76,3.56,0,0
72-11,678.79,116.67,18.1729,5923.95,1018.21,366.01,62.91,20.71,3.56,0,0
59-02,472.92,55.41,17.8167,5150.87,603.5,301.37,35.31,25.61,3.0,0,0
59-03,473.18,55.44,17.8264,5135.59,601.71,301.37,35.31,25.35,2.97,0,0
59-01,471.66,55.45,17.8296,5052.22,593.96,300.35,35.31,25.52,3.0,0,0
59-06,495.59,58.47,17.1971,5455.15,643.6,299.29,35.31,25.17,2.97,0,0
59-07,511.13,60.51,17.6414,5700.71,674.88,298.26,35.31,25.09,2.97,0,0
59-04,489.86,57.59,16.9382,5305.62,623.75,300.35,35.31,25.26,2.97,0,0
59-05,499.13,58.68,17.2588,5476.08,643.79,300.35,35.31,25.26,2.97,0,0
59-08,503.44,59.6,17.3761,5612.27,664.41,298.26,35.31,25.09,2.97,0,0
59-09,478.87,56.88,16.5831,5318.11,631.68,297.27,35.31,25.0,2.97,0,0
22-01,0,0,0,1186.57,81.3,304.16,20.84,0,0,0,0
58-08,407.55,47.75,16.5799,4341.16,508.63,301.37,35.31,26.2,3.07,0,0
22-07,0,0,0,1424.89,97.05,305.97,20.84,0,0,0,0
41-09,166.62,10.2,8.5714,2071.6,126.82,556.37,34.06,0,0,0,0
26-06,0,0,0,2132.77,153.04,288.75,20.72,0,0,0,0
41-08,170.52,10.3,8.6555,2114.07,127.7,563.86,34.06,0,0,0,0
83-05,403.86,162.39,12.8983,2984.35,1199.98,1087.86,437.42,74.61,30.0,0,0
57-08,394.14,45.22,13.0317,4221.59,484.35,305.06,35.0,26.76,3.07,0,0
57-09,369.73,42.42,12.2248,3977.11,456.3,305.06,35.0,26.76,3.07,0,0
98-03,1675.76,1101.75,27.8642,13384.51,8799.81,450.12,295.94,23.96,15.75,127.49000000000002,0
98-02,1599.19,1049.34,26.5387,13023.68,8545.72,453.37,297.49,23.53,15.44,113.78999999999999,0
98-05,1652.59,1090.82,27.9913,13483.42,8899.95,453.14,299.1,23.04,15.21,112.11999999999996,0
98-04,1687.64,1111.75,28.5284,13758.2,9063.37,467.98,308.29,23.62,15.56,117.27999999999999,0
98-07,1693.33,1120.67,29.4216,13422.65,8883.29,442.53,292.87,21.56,14.27,133.65,0
58-04,370.76,43.44,14.8259,3890.77,455.86,301.37,35.31,26.2,3.07,0,0
98-09,1533.65,1017.01,26.7002,11826.67,7842.62,435.78,288.98,24.41,16.19,116.83000000000001,0
57-01,399.66,44.72,13.1529,4282.25,479.16,312.8,35.0,25.2,2.82,0,0
57-02,385.23,43.26,12.7235,4137.44,464.62,311.68,35.0,27.34,3.07,0,0
57-03,391.39,44.11,12.9735,4212.99,474.81,310.56,35.0,27.24,3.07,0,0
57-04,404.39,45.74,13.3743,4370.64,494.36,309.44,35.0,27.14,3.07,0,0
57-05,417.81,47.43,13.8684,4447.93,504.93,308.32,35.0,27.04,3.07,0,0
57-06,415.81,47.37,13.8509,4417.88,503.29,307.23,35.0,26.95,3.07,0,0
57-07,417.58,47.91,13.8069,4432.26,508.52,305.06,35.0,26.76,3.07,0,0
04-12,1570.65,1211.92,20.6989,13974.78,10783.01,572.94,442.08,56.19,43.36,63.32999999999999,0
04-11,1515.4,1173.82,20.0482,13462.57,10428.02,567.24,439.38,63.47,49.16,61.68999999999999,0
58-06,386.12,45.24,15.4403,4081.27,478.18,301.37,35.31,26.2,3.07,0,0
15-03,2160.95,2067.89,20.8352,18576.05,17776.12,1240.42,1187.0,49.87,47.72,15.399999999999995,0
35-08,203.82,11.32,14.8947,2302.66,127.89,630.18,35.0,0,0,0,0
11-12,1374.56,1257.6,14.4635,13353.79,12217.56,1673.38,1531.0,108.02,98.83,22.0,0
65-06,656.64,84.12,17.3802,6775.84,868.03,275.63,35.31,22.79,2.92,0,0
83-04,411.4,164.43,13.0604,3067.95,1226.2,1083.32,432.98,76.59,30.61,0,0
41-02,173.54,9.92,9.3585,2133.74,121.97,595.85,34.06,0,0,0,0
15-01,2104.71,1994.99,20.1007,18109.02,17164.95,1329.56,1260.25,50.42,47.79,13.049999999999994,0
58-03,360.59,42.1,13.4076,3826.5,446.76,302.43,35.31,26.29,3.07,0,0
26-11,0,0,0,2181.68,156.55,288.75,20.72,0,0,0,0
02-06,1357.04,989.82,37.0165,12672.51,9243.26,440.34,321.18,36.73,26.79,43.54,0
02-07,1248.92,911.62,30.3469,11969.13,8736.59,429.21,313.29,37.02,27.02,49.3,0
02-04,1477.53,1076.92,40.2737,13646.21,9946.22,415.28,302.68,37.48,27.32,58.650000000000006,0
02-05,1464.12,1067.14,39.908,13617.44,9925.25,431.6,314.58,34.81,25.37,58.27000000000001,0
02-02,1535.03,1106.73,44.8069,14017.2,10106.13,409.86,295.5,30.21,21.78,48.91,0
02-03,1583.4,1147.39,46.453,14357.44,10403.94,405.8,294.06,36.17,26.21,56.940000000000005,0
02-01,1574.37,1130.2,45.7571,13818.56,9920.0,392.14,281.51,27.46,19.71,51.83,0
70-05,489.15,76.55,13.8678,4475.81,700.44,233.62,36.56,21.41,3.35,0,0
83-07,401.36,162.56,12.2226,2960.87,1199.22,1043.4,422.6,78.17,31.66,0,0
70-04,522.3,81.52,14.7681,4716.0,736.07,234.24,36.56,21.46,3.35,0,0
02-08,1250.44,916.07,30.495,11825.68,8663.5,423.49,310.25,39.54,28.97,39.519999999999996,0
02-09,1111.23,815.28,27.1398,10347.8,7591.93,434.99,319.14,41.69,30.59,39.36,0
10-02,1256.91,1104.49,18.1272,11750.15,10325.26,1261.19,1108.25,90.72,79.72,17.029999999999998,0
19-12,0,0,0,1399.46,107.23,261.41,20.03,0,0,0,0
24-06,0,0,0,1398.33,96.37,301.52,20.78,0,0,0,0
24-09,0,0,0,1488.08,103.16,299.75,20.78,0,0,0,0
96-02,1019.56,640.43,18.814,8733.11,5485.62,644.01,404.53,31.19,19.59,106.91999999999997,0
72-05,649.4,109.53,18.3467,5696.11,960.72,323.84,54.62,21.11,3.56,0,0
72-04,639.99,107.67,18.0352,5671.59,954.17,291.43,49.03,21.16,3.56,0,0
11-05,1468.96,1345.2,16.0391,13726.21,12569.79,1674.04,1533.0,112.15,102.7,14.790000000000004,0
80-11,405.4,140.52,9.4818,2865.79,993.34,1798.31,623.33,103.86,36.0,0,0
72-07,632.2,107.39,17.4902,5443.94,924.74,386.54,65.66,20.96,3.56,0,0
64-11,667.42,84.42,18.5538,6921.15,875.43,279.16,35.31,23.09,2.92,0,0
64-10,673.02,84.86,18.6505,6924.4,873.08,280.04,35.31,23.16,2.92,0,0
64-12,670.03,84.75,18.6264,6910.87,874.13,279.16,35.31,23.09,2.92,0,0
27-03,0,0,0,2282.42,160.08,295.85,20.75,0,0,0,0
72-01,623.85,103.94,17.8898,5414.82,902.17,274.59,45.75,21.37,3.56,0,0
74-09,309.76,63.54,6.9748,2963.37,607.87,738.17,151.42,49.29,10.11,0,0
80-12,388.0,135.76,9.1606,2755.08,963.99,1697.19,593.84,105.75,37.0,0,0
60-06,474.31,56.92,17.4601,5338.29,640.62,294.24,35.31,24.75,2.97,0,0
60-07,462.56,55.51,16.9755,5139.21,616.73,294.24,35.31,24.75,2.97,0,0
60-04,454.59,54.37,16.6779,5030.81,601.7,295.23,35.31,24.83,2.97,0,0
60-05,466.79,55.83,17.1258,5229.81,625.5,295.23,35.31,24.83,2.97,0,0
60-02,470.85,56.12,16.5546,5286.71,630.12,296.25,35.31,24.92,2.97,0,0
60-03,464.3,55.34,16.3245,5173.19,616.59,296.25,35.31,24.92,2.97,0,0
11-02,1479.85,1327.22,16.323,13632.37,12226.34,1573.27,1411.0,108.27,97.1,15.879999999999999,0
60-01,468.18,55.61,16.4041,5241.84,622.62,297.27,35.31,25.0,2.97,0,0
62-04,532.88,65.24,18.8012,5434.42,665.33,288.41,35.31,24.26,2.97,0,0
55-01,338.39,36.63,12.375,3776.77,408.83,326.19,35.31,26.05,2.82,0,0
07-12,1723.85,1468.36,22.1874,15572.9,13264.82,942.96,803.2,112.65,95.95,84.02000000000001,0
60-08,474.65,56.96,17.419,5216.37,625.99,294.24,35.31,24.75,2.97,0,0
60-09,445.98,53.52,16.367,4834.31,580.14,294.24,35.31,24.75,2.97,0,0
27-02,0,0,0,2295.94,161.96,294.15,20.75,0,0,0,0
17-08,2484.01,2471.65,0,22057.84,21948.1,1328.81,1322.2,47.47,47.23,37.9574,223.33272291000003
62-06,447.2,54.75,15.7781,4584.54,561.28,288.41,35.31,24.26,2.97,0,0
25-05,0,0,0,1852.83,129.95,295.85,20.75,0,0,0,0
17-04,2405.66,2384.2,22.9206,21128.97,20940.51,1279.71,1268.3,49.77,49.33,30.1889,102.24581588999999
17-05,2431.09,2411.8,23.1859,21176.72,21008.65,1285.6,1275.4,48.71,48.32,36.7398,153.80131587
17-06,2440.37,2423.41,23.2975,21499.08,21349.63,1251.0,1242.3,46.36,46.04,38.109700000000004,191.77070166000001
62-07,474.05,58.23,16.4958,4867.75,597.93,287.46,35.31,24.18,2.97,0,0
17-01,2315.33,2278.87,22.7228,20181.92,19864.09,1230.78,1211.4,53.65,52.81,35.8665,32.415145419999995
17-02,2394.37,2363.64,23.5681,21082.8,20812.24,1270.2,1253.9,54.71,54.01,34.479099999999995,77.29617701999999
17-03,2391.07,2362.72,23.5589,20911.18,20663.22,1266.21,1251.2,51.21,50.6,41.558899999999994,131.48921536
06-02,1589.3,1280.66,17.623,13642.82,10993.41,688.76,555.0,76.16,61.37,101.56,0
74-03,484.94,93.98,11.2416,4368.87,846.68,869.87,168.58,52.17,10.11,0,0
96-12,1151.85,740.74,19.1257,10027.06,6448.27,573.72,368.95,40.27,25.9,115.25000000000003,0
06-01,1592.42,1280.08,17.615,13515.89,10864.86,684.03,549.86,84.42,67.86,101.72,0
06-06,1544.56,1270.2,17.052,13558.67,11150.22,724.92,596.15,89.91,73.94,123.15999999999998,0
06-07,1547.31,1276.66,16.2487,13557.04,11185.68,768.06,633.71,90.37,74.56,118.89000000000003,0
06-04,1604.19,1310.61,17.5944,13913.38,11367.14,747.44,610.65,87.88,71.8,95.91999999999999,0
74-02,502.85,96.22,11.5096,4497.13,860.53,790.28,151.22,52.83,10.11,0,0
06-08,1577.62,1303.82,16.5944,13771.19,11381.15,765.12,632.33,85.16,70.38,120.89999999999998,0
06-09,1624.39,1335.85,17.002,14201.75,11679.07,727.24,598.06,76.49,62.9,112.94999999999999,0
00-09,2039.84,1436.51,26.7507,15124.31,10650.92,388.63,273.68,43.84,30.87,143.6,0
36-05,259.27,14.4,16.3636,2748.28,152.64,630.18,35.0,0,0,0,0
36-04,247.93,13.77,15.6477,2622.79,145.67,630.18,35.0,0,0,0,0
36-07,281.27,15.85,16.8617,2925.61,164.86,621.11,35.0,0,0,0,0
36-06,265.25,14.84,16.8636,2818.55,157.69,625.59,35.0,0,0,0,0
36-01,255.78,14.31,18.1139,2671.98,149.49,625.59,35.0,0,0,0,0
62-12,511.99,63.1,17.1935,5291.14,652.1,286.51,35.31,24.1,2.97,0,0
36-03,268.63,14.92,18.8861,2814.9,156.34,630.18,35.0,0,0,0,0
36-02,260.07,14.55,18.4177,2719.53,152.15,625.59,35.0,0,0,0,0
95-11,972.22,605.37,17.826,8149.63,5074.49,618.62,385.19,29.34,18.27,124.80999999999995,0
95-06,880.86,544.75,15.822,7367.21,4556.1,626.72,387.58,28.1,17.38,128.63,0
99-11,2036.14,1388.91,28.8335,15946.87,10877.81,429.8,293.18,36.46,24.87,135.76999999999998,0
95-12,989.8,615.93,18.1369,8223.21,5117.12,622.47,387.35,31.4,19.54,104.57999999999998,0
36-09,282.08,16.01,17.0319,2956.82,167.82,616.67,35.0,0,0,0,0
36-08,281.73,15.99,17.0106,2929.86,166.29,616.67,35.0,0,0,0,0
95-07,908.85,562.06,15.9767,7613.6,4708.47,624.47,386.19,28.49,17.62,122.69999999999997,0
08-08,1444.47,1282.83,27.918,12998.5,11543.96,940.21,835.0,130.11,115.55,64.71999999999998,0
08-09,1314.49,1166.36,25.3832,12228.69,10850.66,1001.34,888.5,113.49,100.7,74.16999999999999,0
95-04,835.89,514.71,14.9495,7017.74,4321.27,634.81,390.89,33.06,20.36,119.55,0
72-06,633.73,107.14,17.9464,5495.21,929.03,367.26,62.09,21.06,3.56,0,0
08-01,1611.52,1378.55,22.8275,14788.27,12650.36,1039.94,889.6,107.16,91.67,75.72,0
08-02,1550.18,1330.63,22.0339,14290.34,12266.39,1074.48,922.3,118.57,101.78,58.900000000000006,0
74-04,464.1,90.31,10.333,4300.06,836.75,884.52,172.12,51.96,10.11,0,0
62-03,569.96,69.55,20.638,5793.46,706.95,289.37,35.31,24.34,2.97,0,0
08-05,1595.03,1400.38,27.2607,14395.05,12638.32,1014.29,890.51,145.05,127.35,60.67,0
08-06,1442.56,1280.0,24.9173,12791.46,11350.01,1048.11,930.0,157.73,139.96,71.77999999999999,0
08-07,1420.73,1267.38,27.5817,12754.76,11378.02,1031.32,920.0,139.19,124.17,75.52000000000001,0
26-03,0,0,0,1946.35,140.46,287.12,20.72,0,0,0,0
10-12,1414.85,1257.64,16.2591,13024.7,11577.51,1581.19,1405.5,102.8,91.38,16.429999999999996,0
18-12,0,0,0,1228.81,82.2,296.59,19.84,0,0,0,0
18-10,0,0,0,1318.22,85.51,305.85,19.84,0,0,0,0
18-11,0,0,0,1224.71,80.93,300.24,19.84,0,0,0,0
30-10,253.24,16.94,17.4639,2740.9,183.35,309.29,20.69,0,0,0,0
30-11,249.21,16.57,17.0825,2758.19,183.39,311.18,20.69,0,0,0,0
30-12,235.02,15.34,15.8144,2521.53,164.58,316.99,20.69,0,0,0,0
11-01,1440.45,1286.12,15.8175,13318.96,11891.93,1486.24,1327.0,101.91,90.99,15.619999999999996,0
82-06,278.74,109.61,7.7354,2064.74,811.93,800.51,314.79,89.18,35.07,0,0
65-04,700.05,89.11,18.4112,7245.67,922.31,277.4,35.31,22.94,2.92,0,0
00-12,1872.16,1320.28,26.4056,15297.37,10787.99,384.92,271.45,37.89,26.72,118.52000000000002,0
68-08,696.77,98.86,17.4664,6315.08,896.01,284.1,40.31,21.64,3.07,0,0
68-09,721.46,102.67,18.1396,6575.8,935.79,283.26,40.31,21.57,3.07,0,0
37-11,188.99,11.11,9.8319,2100.52,123.48,595.39,35.0,0,0,0,0
37-10,208.82,12.36,10.9381,2334.38,138.17,591.33,35.0,0,0,0,0
68-04,698.79,97.46,17.4973,6540.62,912.22,289.02,40.31,22.01,3.07,0,0
37-12,180.71,10.55,9.3363,2070.04,120.85,599.52,35.0,0,0,0,0
68-02,644.46,89.36,16.4265,6061.69,840.5,290.72,40.31,22.14,3.07,0,0
68-03,648.63,90.2,16.5809,6045.26,840.67,289.87,40.31,22.08,3.07,0,0
68-01,667.26,92.24,16.9559,6188.47,855.47,291.6,40.31,22.21,3.07,0,0
73-02,642.16,111.68,16.4235,5491.65,955.07,426.65,74.2,20.47,3.56,0,0
73-03,635.33,111.52,16.4,5417.9,951.01,481.17,84.46,20.28,3.56,0,0
73-01,671.81,116.03,17.0632,5784.33,999.02,377.16,65.14,20.61,3.56,0,0
73-06,581.88,104.26,14.4205,4976.63,891.71,670.84,120.2,19.87,3.56,0,0
73-07,602.57,108.22,14.0728,5158.2,926.4,667.71,119.92,19.82,3.56,0,0
73-04,605.13,106.97,14.7953,5212.53,921.43,512.02,90.51,20.14,3.56,0,0
73-05,589.71,104.95,14.5159,5065.02,901.41,576.28,102.56,20.0,3.56,0,0
91-09,697.37,387.86,21.7654,5424.15,3016.77,627.29,348.88,40.01,22.25,124.97999999999998,0
73-08,570.14,104.25,13.5566,4854.12,887.57,582.89,106.58,23.57,4.31,0,0
73-09,591.7,108.43,14.1001,5168.32,947.1,560.27,102.67,23.52,4.31,0,0
26-02,0,0,0,2131.49,154.68,285.52,20.72,0,0,0,0
26-08,0,0,0,2303.74,162.51,293.73,20.72,0,0,0,0
52-03,228.57,24.37,10.1542,2527.27,269.46,325.36,34.69,24.1,2.57,0,0
65-07,665.46,85.25,17.1185,6882.86,881.74,275.63,35.31,22.79,2.92,0,0
94-07,761.63,458.26,16.7677,6256.6,3764.5,640.65,385.47,33.74,20.3,121.45,0
94-06,740.6,444.27,17.6298,6042.81,3624.96,642.8,385.6,32.29,19.37,122.52999999999999,0
94-01,812.48,481.61,21.207,6711.49,3978.36,652.13,386.56,25.71,15.24,75.05,0
99-10,1998.06,1362.93,28.2942,15729.97,10729.86,455.52,310.72,31.94,21.79,130.83000000000004,0
94-03,747.11,445.77,19.6288,6093.87,3635.96,643.72,384.08,24.77,14.78,105.92000000000002,0
94-02,785.26,467.14,20.5698,6441.63,3832.02,641.97,381.9,24.37,14.5,81.84,0
27-06,0,0,0,2329.71,166.23,290.81,20.75,0,0,0,0
94-09,763.93,462.71,16.9305,6345.11,3843.19,646.76,391.74,30.31,18.36,132.07999999999998,0
94-08,786.94,475.49,17.3981,6476.71,3913.42,629.56,380.4,29.13,17.6,127.20000000000003,0
10-10,1334.72,1183.26,15.2975,12541.66,11118.49,1519.13,1346.75,91.88,81.45,16.179999999999996,0
70-07,493.67,78.05,14.5616,4643.31,734.12,231.24,36.56,20.94,3.31,0,0
48-12,155.57,15.2,6.6376,1814.67,177.3,358.23,35.0,26.3,2.57,0,0
48-11,150.35,14.75,6.441,1745.04,171.2,356.76,35.0,26.2,2.57,0,0
48-10,167.2,16.54,7.2227,1906.76,188.62,353.82,35.0,25.98,2.57,0,0
70-03,578.74,89.63,15.9201,5072.43,785.57,236.07,36.56,21.63,3.35,0,0
70-02,580.94,89.5,15.897,5047.34,777.59,237.31,36.56,21.74,3.35,0,0
33-08,207.24,11.09,25.7907,1913.74,102.41,494.64,26.47,0,0,0,0
33-09,183.69,9.83,22.8605,1771.9,94.82,494.64,26.47,0,0,0,0
33-06,211.89,10.91,25.3721,1906.08,98.14,514.1,26.47,0,0,0,0
33-07,187.35,9.95,23.1395,1709.11,90.77,498.4,26.47,0,0,0,0
33-04,162.87,8.32,19.3488,1520.27,77.66,518.18,26.47,0,0,0,0
33-05,188.71,9.64,22.4186,1724.84,88.11,518.18,26.47,0,0,0,0
33-02,109.93,5.66,13.4762,998.1,51.39,514.1,26.47,0,0,0,0
33-03,114.52,5.85,13.9286,1084.51,55.4,518.18,26.47,0,0,0,0
70-09,530.42,84.3,15.7276,4786.2,760.68,230.04,36.56,20.83,3.31,0,0
33-01,132.7,6.94,16.5238,1164.47,60.9,506.13,26.47,0,0,0,0
66-08,581.57,77.1,13.9927,5946.98,788.41,266.34,35.31,22.03,2.92,0,0
66-09,577.49,76.56,13.8947,5839.94,774.22,266.34,35.31,22.4,2.97,0,0
66-04,695.43,91.06,16.6777,7130.51,933.68,269.66,35.31,22.3,2.92,0,0
66-05,657.77,86.13,15.7747,6751.64,884.07,269.66,35.31,22.3,2.92,0,0
66-06,645.13,84.74,15.5201,6624.07,870.1,268.82,35.31,22.23,2.92,0,0
66-07,634.52,83.6,15.1724,6431.61,847.38,268.0,35.31,22.16,2.92,0,0
10-11,1330.48,1180.55,15.2624,12403.78,11006.02,1559.2,1383.5,94.8,84.12,16.819999999999997,0
66-01,720.47,92.88,17.3933,7629.09,983.51,273.9,35.31,22.65,2.92,0,0
66-02,703.12,91.22,17.0824,7337.17,951.89,272.17,35.31,22.51,2.92,0,0
66-03,685.64,89.23,16.7097,7105.93,924.77,271.32,35.31,22.44,2.92,0,0
32-09,148.74,8.08,17.5652,1317.28,71.56,382.52,20.78,0,0,0,0
75-02,383.31,81.59,9.6556,3472.06,739.05,844.37,179.73,52.43,11.16,0,0
75-03,390.21,83.36,9.8651,3595.71,768.15,833.41,178.04,52.24,11.16,0,0
43-12,165.43,11.67,12.4149,1926.38,135.89,482.83,34.06,0,0,0,0
75-05,422.66,91.15,11.451,3859.33,832.29,775.63,167.27,51.75,11.16,0,0
43-10,168.98,11.92,12.6809,1960.12,138.27,482.83,34.06,0,0,0,0
32-08,153.29,8.39,18.2391,1336.71,73.16,379.67,20.78,0,0,0,0
75-08,394.7,86.88,11.1959,3794.95,835.34,739.15,162.7,50.7,11.16,0,0
75-09,378.92,83.87,10.808,3586.75,793.88,649.82,143.83,50.42,11.16,0,0
89-01,605.95,297.47,11.9179,4771.31,2342.32,822.07,403.57,34.63,17.0,205.37,0
86-08,568.84,252.93,17.0323,4269.37,1898.34,848.68,377.36,35.83,15.93,125.79999999999998,0
65-01,692.25,87.56,18.7094,7138.01,902.86,279.16,35.31,23.09,2.92,0,0
